api_1_tool_name,api_2_tool_name,api_1_name,api_2_name,api_1,api_2,dependent_parameters,dependency_description
Movie and TV shows Quotes,Advanced Movie Search,GET a random quote,Get Detailed Response,9e93debf2bc7f793422a4abd2df31c894b6d1d45c2f5b5b42093465b50928a79,b49716314b40bd81f8474858318cd562b8238311420d567333600a4ab9dd1435,"[{""name_in_first_api"": ""id"", ""name_in_second_api"": ""movie_id"", ""description"": ""This parameter represents the unique identifier of the movie or TV show, which can be used to fetch detailed information about it.""}]",
Movie and TV shows Quotes,Spotify,GET a random quote,Genre View,9e93debf2bc7f793422a4abd2df31c894b6d1d45c2f5b5b42093465b50928a79,8b47cc087eb863e507b18f672277dbc0dc0ea65ea966cdf6fb9d43b7ec2a73de,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the genre ID in the Spotify API, which can be used to fetch playlists and other content related to the genre.""}]",
Movie and TV shows Quotes,Spotify,GET a random quote,Search,9e93debf2bc7f793422a4abd2df31c894b6d1d45c2f5b5b42093465b50928a79,3363fc82305d6113cf5f55d0a5e78d2235d1a24fb1061eccf194be757cb810e4,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""q"", ""description"": ""This parameter represents the title of the movie or TV show from which the quote is taken.""}]",
Movie and TV shows Quotes,Spotify,GET a random quote,Artist related,9e93debf2bc7f793422a4abd2df31c894b6d1d45c2f5b5b42093465b50928a79,529dcb31d41271816bcf1c72ca686b3b9359cbca252aeaa95ce46366273d214c,"[{""name_in_first_api"": ""actor"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the ID of the artist in Spotify, which can be derived from the actor name in the movie quote.""}]",
Movie and TV shows Quotes,Spotify,GET a random quote,Artist albums,9e93debf2bc7f793422a4abd2df31c894b6d1d45c2f5b5b42093465b50928a79,65d53e7bc8e99caefd77db73dcaefdde1c8ef41c66376ca44d61e275ddb48cd3,"[{""name_in_first_api"": ""actor"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the artist ID in Spotify, which can be derived from the actor field in the movie quote API, assuming the actor is also a Spotify artist.""}]",
Movie and TV shows Quotes,MoviesDatabase,GET quote by movie or TV show name,/actors/random,52bc0efb6427bc9fe8b26da282f28cfa9e17db514978abd24051abbd67cd757b,a703bd315f4ec2ef9d5d116c43770961e3a96ae2e9a92f436a7361237f265ae1,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""knownForTitles"", ""description"": ""This parameter represents the titles of movies or TV shows that an actor is known for.""}]",
Movie and TV shows Quotes,MoviesDatabase,GET quote by movie or TV show name,/titles/search/title/{title},52bc0efb6427bc9fe8b26da282f28cfa9e17db514978abd24051abbd67cd757b,ac4b49a9ade7c105b156244c99f3b5c46c45e0b38897fda2957602d61c9851f5,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""title"", ""description"": ""This parameter represents the title of the movie or TV show from which quotes are retrieved.""}]",
Movie and TV shows Quotes,Movie and TV shows Quotes,GET quote by movie or TV show name,Get quote by character,52bc0efb6427bc9fe8b26da282f28cfa9e17db514978abd24051abbd67cd757b,838198c99ed36133f371bcef5c59b73084ea68664162c52e2618c826bd088129,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""character"", ""description"": ""This parameter represents the character name from the quotes returned by the first API, which can be used as input for the second API to get quotes by that character.""}]",
Movie and TV shows Quotes,MoviesDatabase,GET quote by movie or TV show name,/titles/search/keyword/{keyword},52bc0efb6427bc9fe8b26da282f28cfa9e17db514978abd24051abbd67cd757b,90f400748e89f0492e6920916e24ac9676413aaf8c68c9c37f15f26090819be3,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""keyword"", ""description"": ""This parameter represents the name of the movie or TV show from which quotes are retrieved and can be used as a keyword to search for titles in the MoviesDatabase.""}]",
Movie and TV shows Quotes,MoviesDatabase,GET quote by movie or TV show name,/titles/utils/titleTypes,52bc0efb6427bc9fe8b26da282f28cfa9e17db514978abd24051abbd67cd757b,4a8e9e925b0d3cf7f48876e725080dfe4f101b4ba11a1cdded43d7ba40220a8a,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""show"", ""description"": ""This parameter represents the name of the movie or TV show from which quotes are retrieved.""}]",
Movie and TV shows Quotes,MoviesDatabase,GET quote by movie or TV show name,/actors,52bc0efb6427bc9fe8b26da282f28cfa9e17db514978abd24051abbd67cd757b,315779f69850ad2b505a5b5a8db545c263cc319e44120e14c0841fa81d75e2c8,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""knownForTitles"", ""description"": ""This parameter represents the title of the movie or TV show from which the quote is taken.""}]",
Movie and TV shows Quotes,MoviesDatabase,GET quote by movie or TV show name,/titles/{id}/ratings,52bc0efb6427bc9fe8b26da282f28cfa9e17db514978abd24051abbd67cd757b,049bc5ac3fbef2db43d9d231fc04765e3dc0e833cce72b53cef53cfec3cf69e8,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the movie or TV show name which can be used to find the corresponding IMDB ID.""}]",
Movie and TV shows Quotes,MoviesDatabase,GET quote by movie or TV show name,/titles/x/upcoming,52bc0efb6427bc9fe8b26da282f28cfa9e17db514978abd24051abbd67cd757b,bcc951bd80bf898e42a3be8024d4df202acb570049f0bc541beb9de8c35ba664,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""show"", ""description"": ""This parameter represents the name of the movie or TV show from which quotes are retrieved and can be used to query upcoming titles in the MoviesDatabase.""}]",
Movie and TV shows Quotes,MoviesDatabase,GET quote by movie or TV show name,/titles/{id}/crew,52bc0efb6427bc9fe8b26da282f28cfa9e17db514978abd24051abbd67cd757b,8dbaec278254f64e564f8624a7dffda6308812e4a1d584611c72d03aa5ec7150,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the IMDB ID of the movie or TV show, which can be used to fetch crew information.""}]",
Movie and TV shows Quotes,MoviesDatabase,GET quote by movie or TV show name,/titles/series/{seriesId}/{season},52bc0efb6427bc9fe8b26da282f28cfa9e17db514978abd24051abbd67cd757b,f2ad35e1daab347cc8980d11f754a6c85a9283877513bc1f26d9b447aff5e80a,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""seriesId"", ""description"": ""This parameter represents the movie or TV show name from which quotes are fetched, which can be used as the series ID to query specific seasons.""}]",
Movie and TV shows Quotes,MoviesDatabase,GET quote by movie or TV show name,/titles/x/titles-by-ids,52bc0efb6427bc9fe8b26da282f28cfa9e17db514978abd24051abbd67cd757b,d7357c40f5149a7e308ff9f226b2a8c503adf4b4167e5aee3a0a73ed303cd13b,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""idsList"", ""description"": ""This parameter represents the movie or TV show name from which quotes are retrieved and can be used to query detailed information about the title.""}]",
Movie and TV shows Quotes,MoviesDatabase,GET quote by movie or TV show name,/titles/{id}/main_actors,52bc0efb6427bc9fe8b26da282f28cfa9e17db514978abd24051abbd67cd757b,657641d9ba8540393ec50f6c9123f15115bd4dd3a0c15a163d73dddbc1bbe156,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the IMDB ID of the movie or TV show, which is used to fetch main actors.""}]",
Movie and TV shows Quotes,MoviesDatabase,GET quote by movie or TV show name,/titles/{id}/aka,52bc0efb6427bc9fe8b26da282f28cfa9e17db514978abd24051abbd67cd757b,1f2753718bfb8270bfbab48106bc6ce49b6091a3634594f454f8981589215872,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the IMDB ID of the movie or TV show, which can be derived from the 'quoteFrom' field in the first API's response.""}]",
Movie and TV shows Quotes,Anime DB,GET quote by movie or TV show name,Get All,52bc0efb6427bc9fe8b26da282f28cfa9e17db514978abd24051abbd67cd757b,3f8778dc539a81ca252bbbf1a3c5286dc7b6cb7ee13469148ff25c641245c380,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""title"", ""description"": ""This parameter represents the title of the movie or TV show from which quotes are retrieved.""}]",
Movie and TV shows Quotes,Anime DB,GET quote by movie or TV show name,Get by id,52bc0efb6427bc9fe8b26da282f28cfa9e17db514978abd24051abbd67cd757b,7382f9429c286a02d92e646ae387d1f03d1aef4ddc201bea72bdf53e6ce33d43,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""title"", ""description"": ""This parameter represents the title of the movie or TV show from which the quote is taken.""}]",
Movie and TV shows Quotes,Advanced Movie Search,GET quote by movie or TV show name,Search by Genre,52bc0efb6427bc9fe8b26da282f28cfa9e17db514978abd24051abbd67cd757b,29dfaeb4e52690e574b8c62a8387d331524712833a24153c19a852f1fe26738a,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""original_title"", ""description"": ""This parameter represents the title of the movie or TV show.""}]",
Movie and TV shows Quotes,Advanced Movie Search,GET quote by movie or TV show name,Get Detailed Response,52bc0efb6427bc9fe8b26da282f28cfa9e17db514978abd24051abbd67cd757b,b49716314b40bd81f8474858318cd562b8238311420d567333600a4ab9dd1435,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""movie_id"", ""description"": ""This parameter represents the movie or TV show name from which quotes are fetched and can be used to get detailed information about the movie.""}]",
Movie and TV shows Quotes,Advanced Movie Search,GET quote by movie or TV show name,Search by Name,52bc0efb6427bc9fe8b26da282f28cfa9e17db514978abd24051abbd67cd757b,fcc70959abedb57d9165d4e3f30a3f3e484a685733e4e3a54ce4d14721417f47,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""query"", ""description"": ""This parameter represents the name of the movie or TV show from which quotes are retrieved and can be used to search for more details about the same movie or TV show.""}]",
Movie and TV shows Quotes,Spotify,GET quote by movie or TV show name,Search,52bc0efb6427bc9fe8b26da282f28cfa9e17db514978abd24051abbd67cd757b,3363fc82305d6113cf5f55d0a5e78d2235d1a24fb1061eccf194be757cb810e4,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""q"", ""description"": ""This parameter represents the name of the movie or TV show to search for quotes.""}]",
Movie and TV shows Quotes,MoviesDatabase,Get quote by character,/titles/search/keyword/{keyword},838198c99ed36133f371bcef5c59b73084ea68664162c52e2618c826bd088129,90f400748e89f0492e6920916e24ac9676413aaf8c68c9c37f15f26090819be3,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""keyword"", ""description"": ""This parameter represents the title of the movie or TV show from which the quote is taken.""}]",
Movie and TV shows Quotes,Spotify,GET quote by movie or TV show name,Artist albums,52bc0efb6427bc9fe8b26da282f28cfa9e17db514978abd24051abbd67cd757b,65d53e7bc8e99caefd77db73dcaefdde1c8ef41c66376ca44d61e275ddb48cd3,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the name of the movie or TV show from which quotes are retrieved and can be used as an Artist ID to fetch albums.""}]",
Movie and TV shows Quotes,Spotify,GET quote by movie or TV show name,Artist related,52bc0efb6427bc9fe8b26da282f28cfa9e17db514978abd24051abbd67cd757b,529dcb31d41271816bcf1c72ca686b3b9359cbca252aeaa95ce46366273d214c,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the movie or TV show name from which quotes are fetched, which can be used as an artist ID in the Spotify API to find related artists.""}]",
Movie and TV shows Quotes,MoviesDatabase,Get quote by character,/actors/random,838198c99ed36133f371bcef5c59b73084ea68664162c52e2618c826bd088129,a703bd315f4ec2ef9d5d116c43770961e3a96ae2e9a92f436a7361237f265ae1,"[{""name_in_first_api"": ""actor"", ""name_in_second_api"": ""primaryName"", ""description"": ""This parameter represents the name of the actor or actress.""}]",
Movie and TV shows Quotes,MoviesDatabase,Get quote by character,/titles/search/title/{title},838198c99ed36133f371bcef5c59b73084ea68664162c52e2618c826bd088129,ac4b49a9ade7c105b156244c99f3b5c46c45e0b38897fda2957602d61c9851f5,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""title"", ""description"": ""This parameter represents the title of the movie or TV show from which the quote was taken.""}]",
Movie and TV shows Quotes,MoviesDatabase,Get quote by character,/actors,838198c99ed36133f371bcef5c59b73084ea68664162c52e2618c826bd088129,315779f69850ad2b505a5b5a8db545c263cc319e44120e14c0841fa81d75e2c8,"[{""name_in_first_api"": ""actor"", ""name_in_second_api"": ""primaryName"", ""description"": ""This parameter represents the name of the actor who delivered the quote.""}]",
Movie and TV shows Quotes,MoviesDatabase,Get quote by character,/titles/{id}/ratings,838198c99ed36133f371bcef5c59b73084ea68664162c52e2618c826bd088129,049bc5ac3fbef2db43d9d231fc04765e3dc0e833cce72b53cef53cfec3cf69e8,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the IMDB ID of the movie or TV show title.""}]",
Movie and TV shows Quotes,MoviesDatabase,Get quote by character,/titles/{id}/crew,838198c99ed36133f371bcef5c59b73084ea68664162c52e2618c826bd088129,8dbaec278254f64e564f8624a7dffda6308812e4a1d584611c72d03aa5ec7150,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the IMDB ID of the movie or TV show title.""}]",
Movie and TV shows Quotes,MoviesDatabase,Get quote by character,/titles/{id}/main_actors,838198c99ed36133f371bcef5c59b73084ea68664162c52e2618c826bd088129,657641d9ba8540393ec50f6c9123f15115bd4dd3a0c15a163d73dddbc1bbe156,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the IMDB ID of the movie or TV show title.""}]",
Movie and TV shows Quotes,MoviesDatabase,Get quote by character,/titles/{id}/aka,838198c99ed36133f371bcef5c59b73084ea68664162c52e2618c826bd088129,1f2753718bfb8270bfbab48106bc6ce49b6091a3634594f454f8981589215872,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the IMDB ID of the movie or TV show title.""}]",
Movie and TV shows Quotes,MoviesDatabase,Get quote by character,/titles/x/titles-by-ids,838198c99ed36133f371bcef5c59b73084ea68664162c52e2618c826bd088129,d7357c40f5149a7e308ff9f226b2a8c503adf4b4167e5aee3a0a73ed303cd13b,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""idsList"", ""description"": ""This parameter represents the IMDB ID of the movie or TV show, which can be used to query detailed information about the title.""}]",
Movie and TV shows Quotes,Anime DB,Get quote by character,Get All,838198c99ed36133f371bcef5c59b73084ea68664162c52e2618c826bd088129,3f8778dc539a81ca252bbbf1a3c5286dc7b6cb7ee13469148ff25c641245c380,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""title"", ""description"": ""This parameter represents the title of the movie or TV show from which the quote is taken.""}]",
Movie and TV shows Quotes,Anime DB,Get quote by character,Get by id,838198c99ed36133f371bcef5c59b73084ea68664162c52e2618c826bd088129,7382f9429c286a02d92e646ae387d1f03d1aef4ddc201bea72bdf53e6ce33d43,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""title"", ""description"": ""This parameter represents the title of the movie or TV show from which the quote is taken.""}]",
Movie and TV shows Quotes,MoviesDatabase,Get quote by character,/titles/series/{seriesId}/{season},838198c99ed36133f371bcef5c59b73084ea68664162c52e2618c826bd088129,f2ad35e1daab347cc8980d11f754a6c85a9283877513bc1f26d9b447aff5e80a,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""seriesId"", ""description"": ""This parameter represents the series ID of the movie or TV show.""}, {""name_in_first_api"": ""year"", ""name_in_second_api"": ""season"", ""description"": ""This parameter represents the season number of the TV show.""}]",
Movie and TV shows Quotes,Advanced Movie Search,Get quote by character,Search by Name,838198c99ed36133f371bcef5c59b73084ea68664162c52e2618c826bd088129,fcc70959abedb57d9165d4e3f30a3f3e484a685733e4e3a54ce4d14721417f47,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""query"", ""description"": ""This parameter represents the title of the movie or TV show from which the quote is taken.""}]",
Movie and TV shows Quotes,Advanced Movie Search,Get quote by character,Get Detailed Response,838198c99ed36133f371bcef5c59b73084ea68664162c52e2618c826bd088129,b49716314b40bd81f8474858318cd562b8238311420d567333600a4ab9dd1435,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""movie_id"", ""description"": ""The movie title from the first API is used to find the corresponding movie ID in the second API.""}]",
Movie and TV shows Quotes,Advanced Movie Search,Get quote by character,Search by Genre,838198c99ed36133f371bcef5c59b73084ea68664162c52e2618c826bd088129,29dfaeb4e52690e574b8c62a8387d331524712833a24153c19a852f1fe26738a,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""original_title"", ""description"": ""This parameter represents the title of the movie or TV show from which the quote is taken.""}]",
Movie and TV shows Quotes,Spotify,Get quote by character,Search,838198c99ed36133f371bcef5c59b73084ea68664162c52e2618c826bd088129,3363fc82305d6113cf5f55d0a5e78d2235d1a24fb1061eccf194be757cb810e4,"[{""name_in_first_api"": ""quoteFrom"", ""name_in_second_api"": ""q"", ""description"": ""The title of the movie or TV show from which the quote is taken, used as a search query in Spotify.""}]",
Movie and TV shows Quotes,Spotify,Get quote by character,Artist albums,838198c99ed36133f371bcef5c59b73084ea68664162c52e2618c826bd088129,65d53e7bc8e99caefd77db73dcaefdde1c8ef41c66376ca44d61e275ddb48cd3,"[{""name_in_first_api"": ""actor"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the artist ID in Spotify, which can be derived from the actor field in the movie quotes API.""}]",
Movie and TV shows Quotes,Spotify,Get quote by character,Artist related,838198c99ed36133f371bcef5c59b73084ea68664162c52e2618c826bd088129,529dcb31d41271816bcf1c72ca686b3b9359cbca252aeaa95ce46366273d214c,"[{""name_in_first_api"": ""character"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the character name from movie and TV shows quotes, which can be used as an artist ID in Spotify to find related artists.""}]",
MoviesDatabase,MoviesDatabase,/titles/search/keyword/{keyword},/titles/search/title/{title},90f400748e89f0492e6920916e24ac9676413aaf8c68c9c37f15f26090819be3,ac4b49a9ade7c105b156244c99f3b5c46c45e0b38897fda2957602d61c9851f5,"[{""name_in_first_api"": ""keyword"", ""name_in_second_api"": ""title"", ""description"": ""This parameter represents the keyword used to search for titles in the MoviesDatabase API.""}]",
MoviesDatabase,MoviesDatabase,/titles/search/keyword/{keyword},/actors,90f400748e89f0492e6920916e24ac9676413aaf8c68c9c37f15f26090819be3,315779f69850ad2b505a5b5a8db545c263cc319e44120e14c0841fa81d75e2c8,"[{""name_in_first_api"": ""results"", ""name_in_second_api"": ""knownForTitles"", ""description"": ""This parameter represents the list of titles associated with an actor or crew member.""}]",
MoviesDatabase,MoviesDatabase,/titles/search/keyword/{keyword},/titles/{id}/ratings,90f400748e89f0492e6920916e24ac9676413aaf8c68c9c37f15f26090819be3,049bc5ac3fbef2db43d9d231fc04765e3dc0e833cce72b53cef53cfec3cf69e8,"[{""name_in_first_api"": ""keyword"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the keyword used to search for a movie title, which can be used to retrieve the corresponding Imdb Id for further rating retrieval.""}]",
MoviesDatabase,MoviesDatabase,/titles/search/keyword/{keyword},/titles/{id}/crew,90f400748e89f0492e6920916e24ac9676413aaf8c68c9c37f15f26090819be3,8dbaec278254f64e564f8624a7dffda6308812e4a1d584611c72d03aa5ec7150,"[{""name_in_first_api"": ""id"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the Imdb Id of the title, which is used to retrieve detailed crew information.""}]",
MoviesDatabase,MoviesDatabase,/titles/search/keyword/{keyword},/titles/series/{seriesId}/{season},90f400748e89f0492e6920916e24ac9676413aaf8c68c9c37f15f26090819be3,f2ad35e1daab347cc8980d11f754a6c85a9283877513bc1f26d9b447aff5e80a,"[{""name_in_first_api"": ""results"", ""name_in_second_api"": ""seriesId"", ""description"": ""This parameter represents the series ID obtained from the search results of the first API.""}]",
MoviesDatabase,MoviesDatabase,/titles/search/keyword/{keyword},/titles/{id}/main_actors,90f400748e89f0492e6920916e24ac9676413aaf8c68c9c37f15f26090819be3,657641d9ba8540393ec50f6c9123f15115bd4dd3a0c15a163d73dddbc1bbe156,"[{""name_in_first_api"": ""results"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the Imdb Id of the title obtained from the search results.""}]",
MoviesDatabase,MoviesDatabase,/titles/search/keyword/{keyword},/titles/{id}/aka,90f400748e89f0492e6920916e24ac9676413aaf8c68c9c37f15f26090819be3,1f2753718bfb8270bfbab48106bc6ce49b6091a3634594f454f8981589215872,"[{""name_in_first_api"": ""results"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the Imdb Id of the title obtained from the search results.""}]",
MoviesDatabase,Anime DB,/titles/search/keyword/{keyword},Get by id,90f400748e89f0492e6920916e24ac9676413aaf8c68c9c37f15f26090819be3,7382f9429c286a02d92e646ae387d1f03d1aef4ddc201bea72bdf53e6ce33d43,"[{""name_in_first_api"": ""results"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the ID of the anime title obtained from the search results of the MoviesDatabase API.""}]",
MoviesDatabase,MoviesDatabase,/titles/search/keyword/{keyword},/titles/x/titles-by-ids,90f400748e89f0492e6920916e24ac9676413aaf8c68c9c37f15f26090819be3,d7357c40f5149a7e308ff9f226b2a8c503adf4b4167e5aee3a0a73ed303cd13b,"[{""name_in_first_api"": ""results"", ""name_in_second_api"": ""idsList"", ""description"": ""This parameter represents a list of IMDb IDs obtained from the search results of the first API, which can be used to fetch detailed information about specific titles in the second API.""}]",
MoviesDatabase,Advanced Movie Search,/titles/search/keyword/{keyword},Search by Name,90f400748e89f0492e6920916e24ac9676413aaf8c68c9c37f15f26090819be3,fcc70959abedb57d9165d4e3f30a3f3e484a685733e4e3a54ce4d14721417f47,"[{""name_in_first_api"": ""keyword"", ""name_in_second_api"": ""query"", ""description"": ""This parameter represents the search term used to find movies in both APIs.""}]",
MoviesDatabase,Advanced Movie Search,/titles/search/keyword/{keyword},Search by Genre,90f400748e89f0492e6920916e24ac9676413aaf8c68c9c37f15f26090819be3,29dfaeb4e52690e574b8c62a8387d331524712833a24153c19a852f1fe26738a,"[{""name_in_first_api"": ""keyword"", ""name_in_second_api"": ""genre_ids"", ""description"": ""This parameter represents the keyword used to search for movie titles, which can be related to a specific genre.""}]",
MoviesDatabase,Advanced Movie Search,/titles/search/keyword/{keyword},Get Detailed Response,90f400748e89f0492e6920916e24ac9676413aaf8c68c9c37f15f26090819be3,b49716314b40bd81f8474858318cd562b8238311420d567333600a4ab9dd1435,"[{""name_in_first_api"": ""results[0].id"", ""name_in_second_api"": ""movie_id"", ""description"": ""This parameter represents the unique identifier of a movie, which is used to fetch detailed information about the movie.""}]",
MoviesDatabase,Spotify,/titles/search/keyword/{keyword},Artist related,90f400748e89f0492e6920916e24ac9676413aaf8c68c9c37f15f26090819be3,529dcb31d41271816bcf1c72ca686b3b9359cbca252aeaa95ce46366273d214c,"[{""name_in_first_api"": ""keyword"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the keyword used to search for movie titles, which can be related to an artist ID in Spotify.""}]",
MoviesDatabase,Spotify,/titles/search/keyword/{keyword},Genre View,90f400748e89f0492e6920916e24ac9676413aaf8c68c9c37f15f26090819be3,8b47cc087eb863e507b18f672277dbc0dc0ea65ea966cdf6fb9d43b7ec2a73de,"[{""name_in_first_api"": ""keyword"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the search keyword used to find titles in the MoviesDatabase API, which can be used as a Genre ID in the Spotify API to retrieve genre-specific content.""}]",
MoviesDatabase,Spotify,/titles/search/keyword/{keyword},Artist albums,90f400748e89f0492e6920916e24ac9676413aaf8c68c9c37f15f26090819be3,65d53e7bc8e99caefd77db73dcaefdde1c8ef41c66376ca44d61e275ddb48cd3,"[{""name_in_first_api"": ""keyword"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the keyword used to search for titles in MoviesDatabase, which can be related to an artist ID in Spotify.""}]",
MoviesDatabase,Spotify,/titles/search/keyword/{keyword},Search,90f400748e89f0492e6920916e24ac9676413aaf8c68c9c37f15f26090819be3,3363fc82305d6113cf5f55d0a5e78d2235d1a24fb1061eccf194be757cb810e4,"[{""name_in_first_api"": ""keyword"", ""name_in_second_api"": ""q"", ""description"": ""This parameter represents the search query used to find relevant titles or content.""}]",
MoviesDatabase,MoviesDatabase,/titles/search/title/{title},/actors,ac4b49a9ade7c105b156244c99f3b5c46c45e0b38897fda2957602d61c9851f5,315779f69850ad2b505a5b5a8db545c263cc319e44120e14c0841fa81d75e2c8,"[{""name_in_first_api"": ""title"", ""name_in_second_api"": ""knownForTitles"", ""description"": ""This parameter represents the titles of movies/series that an actor is known for.""}]",
MoviesDatabase,MoviesDatabase,/titles/search/title/{title},/titles/{id}/crew,ac4b49a9ade7c105b156244c99f3b5c46c45e0b38897fda2957602d61c9851f5,8dbaec278254f64e564f8624a7dffda6308812e4a1d584611c72d03aa5ec7150,"[{""name_in_first_api"": ""title"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the Imdb Id of the title obtained from the search by title API.""}]",
MoviesDatabase,MoviesDatabase,/titles/search/title/{title},/titles/{id}/ratings,ac4b49a9ade7c105b156244c99f3b5c46c45e0b38897fda2957602d61c9851f5,049bc5ac3fbef2db43d9d231fc04765e3dc0e833cce72b53cef53cfec3cf69e8,"[{""name_in_first_api"": ""title"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the Imdb Id of the title obtained from the search by title API.""}]",
MoviesDatabase,Anime DB,/titles/search/title/{title},Get All,ac4b49a9ade7c105b156244c99f3b5c46c45e0b38897fda2957602d61c9851f5,3f8778dc539a81ca252bbbf1a3c5286dc7b6cb7ee13469148ff25c641245c380,"[{""name_in_first_api"": ""title"", ""name_in_second_api"": ""title"", ""description"": ""This parameter represents the title of the movie or series.""}]",
MoviesDatabase,MoviesDatabase,/titles/search/title/{title},/titles/series/{seriesId}/{season},ac4b49a9ade7c105b156244c99f3b5c46c45e0b38897fda2957602d61c9851f5,f2ad35e1daab347cc8980d11f754a6c85a9283877513bc1f26d9b447aff5e80a,"[{""name_in_first_api"": ""title"", ""name_in_second_api"": ""seriesId"", ""description"": ""This parameter represents the title of the Movie/Series which can be used to find the corresponding Series Imdb Id.""}]",
MoviesDatabase,MoviesDatabase,/titles/search/title/{title},/titles/{id}/main_actors,ac4b49a9ade7c105b156244c99f3b5c46c45e0b38897fda2957602d61c9851f5,657641d9ba8540393ec50f6c9123f15115bd4dd3a0c15a163d73dddbc1bbe156,"[{""name_in_first_api"": ""id"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the Imdb Id of the title, which is used to identify a specific movie or series in the MoviesDatabase.""}]",
MoviesDatabase,MoviesDatabase,/titles/search/title/{title},/titles/{id}/aka,ac4b49a9ade7c105b156244c99f3b5c46c45e0b38897fda2957602d61c9851f5,1f2753718bfb8270bfbab48106bc6ce49b6091a3634594f454f8981589215872,"[{""name_in_first_api"": ""title"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the Imdb Id of the title obtained from the search by title API.""}]",
MoviesDatabase,Anime DB,/titles/search/title/{title},Get by id,ac4b49a9ade7c105b156244c99f3b5c46c45e0b38897fda2957602d61c9851f5,7382f9429c286a02d92e646ae387d1f03d1aef4ddc201bea72bdf53e6ce33d43,"[{""name_in_first_api"": ""title"", ""name_in_second_api"": ""id"", ""description"": ""This parameter represents the title of the movie or series which can be used to search for the corresponding ID in the Anime DB.""}]",
